sample,time,window,precision,modulation,band,power,payload,crc,tx2rxdone
1262,34:26.7,4,8.00E-07,2,14,20,157,FALSE,1.459007492
1263,34:35.4,1,2.00E-07,4,50,7,162,FALSE,0.456904691
1264,34:36.7,0.02,2.00E-07,9,1,5,195,FALSE,0.008467885
1265,34:51.9,4,8.00E-07,1,42,22,95,TRUE,2.09936522
1266,35:48.2,20,1.00E-06,0,19,12,246,TRUE,
1267,36:15.1,1,2.00E-07,1,4,1,8,TRUE,0.542839109
1268,36:23.9,1,2.00E-07,3,31,13,43,TRUE,0.29926026
1269,36:26.3,0.2,2.00E-07,6,42,6,105,FALSE,0.101098501
1270,36:27.5,0.01,1.00E-07,9,40,12,66,FALSE,0.003307633
1271,36:28.7,0.02,2.00E-07,8,6,12,126,FALSE,0.00901029
1272,36:31.3,0.4,4.00E-07,2,47,7,12,TRUE,0.271261471
1273,36:32.3,0.002,2.00E-07,9,17,16,6,TRUE,0.000989299
1274,36:33.6,0.02,2.00E-07,9,18,0,205,TRUE,
1275,36:35.9,0.2,2.00E-07,4,30,18,16,TRUE,0.088267488
1276,37:06.9,0.4,4.00E-07,7,1,-1,249,FALSE,
1277,37:15.6,1,2.00E-07,5,40,12,208,TRUE,0.330874266
1278,37:16.8,0.04,4.00E-07,8,4,1,229,TRUE,0.015732557
1279,37:27.7,2,4.00E-07,3,22,3,158,FALSE,0.811274562
1280,37:30.1,0.2,2.00E-07,7,17,3,142,FALSE,0.078823679
1281,37:38.5,1,2.00E-07,3,36,10,33,FALSE,0.237878448
1282,38:09.5,0.4,4.00E-07,7,43,7,247,FALSE,
1283,38:20.8,2,4.00E-07,3,20,8,167,TRUE,0.85231457
1284,38:22.0,0.02,2.00E-07,8,20,18,137,FALSE,0.009716097
1285,38:37.4,4,8.00E-07,0,50,16,41,FALSE,2.070505214
1286,39:08.4,0.4,4.00E-07,7,1,15,250,FALSE,
1287,39:19.9,2,4.00E-07,2,33,12,92,FALSE,0.926532185
1288,39:21.1,0.02,2.00E-07,8,45,2,145,FALSE,0.010228902
1289,39:23.2,0.1,1.00E-07,5,19,0,5,TRUE,0.033916034
1290,39:32.3,1,2.00E-07,4,26,2,119,FALSE,0.344304669
1291,40:42.0,20,1.00E-06,0,42,7,230,FALSE,8.132697407
1292,41:28.5,10,5.00E-07,1,12,14,182,TRUE,3.655889183
1293,41:30.7,0.1,1.00E-07,6,28,-1,14,TRUE,0.026779127
1294,41:41.4,2,4.00E-07,2,10,3,73,TRUE,0.803572961
1295,42:27.9,10,5.00E-07,1,47,5,195,TRUE,3.901628695
1296,43:14.3,10,5.00E-07,2,19,11,235,FALSE,2.114282106
1297,43:16.7,0.1,1.00E-07,6,16,18,32,FALSE,0.03962074
1298,43:17.8,0.04,4.00E-07,7,33,17,26,FALSE,0.019898999
1299,43:20.0,0.1,1.00E-07,7,25,20,83,TRUE,0.049398149
1300,43:21.2,0.02,2.00E-07,8,30,16,75,FALSE,0.005747857
1301,43:22.2,0.004,4.00E-07,9,9,6,13,TRUE,0.001268127
1302,44:09.6,10,5.00E-07,2,44,13,230,FALSE,2.073321104
1303,44:18.3,1,2.00E-07,5,39,19,206,TRUE,0.325815465
1304,44:20.8,0.2,2.00E-07,7,45,11,185,FALSE,0.100600701
1305,44:21.9,0.01,1.00E-07,8,49,21,25,TRUE,0.002676927
1306,44:24.4,0.4,4.00E-07,5,36,16,65,FALSE,0.115914516
1307,44:33.0,1,2.00E-07,5,47,10,210,TRUE,0.330956466
1308,44:34.2,0.02,2.00E-07,9,10,18,215,TRUE,0.009348893
1309,45:20.8,10,5.00E-07,0,6,-3,78,TRUE,3.217541161
1310,45:23.4,0.4,4.00E-07,6,13,13,191,FALSE,0.175297775
1311,45:34.4,2,4.00E-07,1,11,8,44,FALSE,1.116377023
1312,45:36.8,0.2,2.00E-07,7,12,22,148,FALSE,0.082602483
1313,45:38.1,0.04,4.00E-07,8,37,4,189,FALSE,0.01304373
1314,45:47.0,1,2.00E-07,4,47,8,83,FALSE,0.25215045
1315,46:02.3,4,8.00E-07,0,44,5,33,TRUE,1.742989149
1316,46:10.7,1,2.00E-07,3,49,-3,34,FALSE,0.237917848
1317,46:12.0,0.02,2.00E-07,9,29,-3,192,FALSE,0.008349883
1318,46:14.2,0.1,1.00E-07,7,34,16,75,TRUE,0.045540546
1319,46:16.5,0.1,1.00E-07,4,1,9,5,FALSE,0.057507858
1320,46:31.9,4,8.00E-07,3,2,10,211,FALSE,1.056995411
1321,46:34.4,0.4,4.00E-07,5,41,13,61,TRUE,0.115837316
1322,46:36.6,0.2,2.00E-07,3,6,4,11,FALSE,0.135498735
1323,46:39.1,0.4,4.00E-07,5,20,0,76,TRUE,0.136356136
1324,46:49.7,2,4.00E-07,3,2,11,197,FALSE,0.975230995
1325,46:58.3,1,2.00E-07,4,13,12,128,FALSE,0.374906075
1326,46:59.6,0.04,4.00E-07,8,24,0,235,FALSE,0.01598816
1327,47:10.7,2,4.00E-07,3,32,9,116,TRUE,0.626977325
1328,47:57.3,10,5.00E-07,0,3,13,76,TRUE,3.217457661
1329,47:58.6,0.04,4.00E-07,8,37,12,166,FALSE,0.011571716
1330,48:00.8,0.1,1.00E-07,7,43,20,86,FALSE,0.050622051
1331,48:02.0,0.01,1.00E-07,9,7,17,71,TRUE,0.003590336
1332,48:10.9,1,2.00E-07,5,22,8,179,TRUE,0.284895257
1333,48:26.4,4,8.00E-07,3,48,15,211,TRUE,1.057072211
1334,48:27.6,0.02,2.00E-07,8,50,0,136,FALSE,0.009651097
1335,48:38.4,2,4.00E-07,2,7,18,57,FALSE,0.639817328
1336,48:47.4,1,2.00E-07,5,40,7,137,TRUE,0.223454445
1337,49:34.3,10,5.00E-07,1,5,1,226,TRUE,4.475044724
1338,49:36.6,0.2,2.00E-07,6,4,1,89,TRUE,0.090779691
1339,49:39.2,0.4,4.00E-07,5,0,12,88,TRUE,0.151774552
1340,49:41.4,0.2,2.00E-07,6,31,11,91,FALSE,0.090780891
1341,49:42.6,0.01,1.00E-07,9,34,11,87,TRUE,0.004228642
1342,49:43.8,0.02,2.00E-07,9,7,5,145,TRUE,0.006548865
1343,50:14.8,0.04,4.00E-07,8,25,15,250,FALSE,
1344,50:16.1,0.01,1.00E-07,9,4,19,96,FALSE,0.004508745
1345,50:17.4,0.04,4.00E-07,8,11,2,205,TRUE,0.014195742
1346,50:18.7,0.02,2.00E-07,9,8,19,217,TRUE,
1347,50:29.7,2,4.00E-07,1,50,13,21,TRUE,0.788578158
1348,51:13.1,10,5.00E-07,2,10,4,243,FALSE,
1349,51:24.4,0.2,2.00E-07,4,17,14,24,TRUE,0.108748909
1350,51:35.0,2,4.00E-07,0,35,10,18,TRUE,1.25147225
1351,52:21.7,10,5.00E-07,1,46,12,221,FALSE,4.39302672
1352,52:24.2,0.4,4.00E-07,3,38,21,27,TRUE,0.217421017
1353,53:10.8,10,5.00E-07,0,2,4,58,TRUE,2.562179628
1354,53:19.6,1,2.00E-07,2,4,15,48,FALSE,0.557936112
1355,53:22.2,0.4,4.00E-07,6,20,19,195,TRUE,0.18042218
1356,53:24.8,0.4,4.00E-07,6,47,7,221,TRUE,0.203417803
1357,54:12.1,10,5.00E-07,0,9,2,114,TRUE,4.528083726
1358,54:14.5,0.1,1.00E-07,7,50,22,29,TRUE,0.022458722
1359,54:15.6,0.01,1.00E-07,8,40,7,40,TRUE,0.003636636
1360,54:18.0,0.4,4.00E-07,5,41,17,99,TRUE,0.172138972
1361,54:19.2,0.02,2.00E-07,9,10,2,195,FALSE,0.008468885
1362,54:30.3,2,4.00E-07,4,46,7,209,TRUE,0.579822916
1363,54:33.0,0.4,4.00E-07,6,25,20,110,FALSE,0.106178906
1364,54:41.6,1,2.00E-07,4,45,5,144,TRUE,0.415945883
1365,54:44.2,0.4,4.00E-07,6,5,22,181,TRUE,0.167658168
1366,55:30.8,10,5.00E-07,0,19,17,120,TRUE,4.691972235
1367,55:33.2,0.4,4.00E-07,5,38,13,77,TRUE,0.136396536
1368,55:34.3,0.01,1.00E-07,9,36,18,82,TRUE,0.00402834
1369,56:12.1,10,5.00E-07,2,5,15,253,TRUE,
1370,56:21.0,1,2.00E-07,2,27,12,16,FALSE,0.312098262
1371,56:23.2,0.1,1.00E-07,6,45,21,23,FALSE,0.031940632
1372,56:34.2,2,4.00E-07,2,37,2,102,TRUE,1.008531002
1373,56:36.6,0.4,4.00E-07,4,28,13,45,TRUE,0.15998616
1374,56:39.1,0.4,4.00E-07,4,44,2,38,TRUE,0.14962615
1375,56:40.4,0.02,2.00E-07,8,12,-2,144,FALSE,0.010164102
1376,56:42.5,0.1,1.00E-07,7,19,16,37,TRUE,0.026318926
1377,57:29.2,10,5.00E-07,0,36,11,71,TRUE,3.053619653
1378,57:30.5,0.04,4.00E-07,8,40,5,225,FALSE,0.015350154
1379,57:45.8,4,8.00E-07,2,49,10,121,TRUE,1.172329834
1380,58:33.0,10,5.00E-07,1,34,6,143,FALSE,2.918600646
1381,58:34.2,0.04,4.00E-07,8,3,1,222,TRUE,0.015283753
1382,58:36.6,0.4,4.00E-07,6,18,17,142,FALSE,0.134303334
1383,58:45.0,1,2.00E-07,2,50,-1,25,TRUE,0.394059079
1384,59:00.7,4,8.00E-07,2,8,12,203,FALSE,1.827683566
1385,59:09.3,1,2.00E-07,2,51,14,22,FALSE,0.353097071
1386,59:10.5,0.02,2.00E-07,7,23,1,0,FALSE,0.007222072
1387,59:11.8,0.04,4.00E-07,8,9,13,191,FALSE,0.013170532
1388,59:12.8,0.002,2.00E-07,9,47,1,9,FALSE,0.001027303
1389,59:14.0,0.01,1.00E-07,9,17,-1,112,FALSE,0.005148251
1390,59:15.2,0.02,2.00E-07,8,48,2,90,FALSE,0.006708267
1391,59:24.1,1,2.00E-07,4,7,2,92,FALSE,0.282745857
1392,59:26.7,0.4,4.00E-07,7,41,1,201,FALSE,0.109498109
1393,59:27.9,0.02,2.00E-07,9,12,7,184,TRUE,0.008108481
1394,59:59.6,1,2.00E-07,5,11,16,254,TRUE,
1395,00:46.8,10,5.00E-07,1,50,5,186,TRUE,3.737792187
1396,00:49.1,0.2,2.00E-07,7,40,21,138,TRUE,0.077559678
1397,00:51.9,0.4,4.00E-07,6,49,12,190,FALSE,0.175257775
1398,01:39.4,10,5.00E-07,0,31,0,132,FALSE,5.019639751
1399,01:50.3,2,4.00E-07,1,24,14,45,FALSE,1.116417023
1400,02:37.6,10,5.00E-07,0,44,-3,101,TRUE,4.036656702
1401,02:38.8,0.04,4.00E-07,8,37,4,198,FALSE,0.013621736
1402,02:40.0,0.01,1.00E-07,9,28,6,43,TRUE,0.002468625
1403,02:48.9,1,2.00E-07,1,45,15,8,FALSE,0.461021892
1404,02:51.1,0.1,1.00E-07,7,7,21,64,FALSE,0.039119939
1405,03:00.2,1,2.00E-07,3,12,19,70,FALSE,0.40175648
1406,03:02.5,0.2,2.00E-07,7,9,15,122,FALSE,0.068579869
1407,03:03.7,0.02,2.00E-07,9,40,20,129,TRUE,0.005909259
1408,03:04.9,0.04,4.00E-07,8,5,-1,194,FALSE,0.013364534
1409,03:36.5,1,2.00E-07,5,0,3,243,TRUE,
1410,03:48.2,2,4.00E-07,4,48,10,193,TRUE,0.538865308
1411,03:57.0,1,2.00E-07,3,13,17,63,TRUE,0.381256676
1412,03:59.3,0.1,1.00E-07,7,21,8,42,TRUE,0.028881129
1413,04:46.5,10,5.00E-07,1,25,15,182,FALSE,3.655811183
1414,04:58.4,4,8.00E-07,3,4,16,249,TRUE,
1415,04:59.7,0.02,2.00E-07,9,11,8,173,FALSE,0.007587676
1416,05:01.9,0.1,1.00E-07,6,40,22,16,TRUE,0.026859027
1417,05:17.4,4,8.00E-07,1,20,4,67,FALSE,1.525993105
1418,05:19.8,0.2,2.00E-07,4,28,9,12,TRUE,0.078030678
1419,05:35.2,4,8.00E-07,1,18,20,76,TRUE,1.771649954
1420,06:23.1,10,5.00E-07,1,2,16,177,FALSE,3.573871179
1421,07:10.2,10,5.00E-07,1,4,17,202,TRUE,4.065387703
1422,07:12.8,0.4,4.00E-07,6,37,14,161,FALSE,0.14969815
1423,07:13.9,0.04,4.00E-07,6,14,0,3,FALSE,0.014134541
1424,08:01.6,10,5.00E-07,1,21,-3,134,TRUE,2.836580642
1425,08:04.2,0.4,4.00E-07,6,3,-2,176,FALSE,0.162499362
1426,08:06.6,0.2,2.00E-07,7,45,2,178,FALSE,0.097958498
1427,08:37.6,0.4,4.00E-07,7,32,5,251,TRUE,
1428,08:49.1,2,4.00E-07,4,48,3,203,TRUE,0.569504514
1429,08:50.3,0.02,2.00E-07,8,26,0,81,FALSE,0.006132661
1430,08:59.4,1,2.00E-07,4,45,14,116,FALSE,0.344185869
1431,09:02.0,0.4,4.00E-07,5,20,-3,73,FALSE,0.131178131
1432,09:10.8,1,2.00E-07,5,29,7,171,FALSE,0.274534855
1433,09:21.8,2,4.00E-07,2,35,1,75,FALSE,0.803573361
1434,09:22.9,0.01,1.00E-07,8,33,5,40,TRUE,0.003636836
1435,09:24.0,0.04,4.00E-07,6,2,10,3,TRUE,0.016580166
1436,10:11.8,10,5.00E-07,1,2,10,126,FALSE,2.59096013
1437,10:14.4,0.4,4.00E-07,5,12,0,125,FALSE,0.202974203
1438,10:22.8,1,2.00E-07,5,25,6,214,FALSE,0.336013067
1439,10:37.9,4,8.00E-07,3,36,1,223,FALSE,1.09807142
1440,10:40.5,0.4,4.00E-07,5,30,8,61,TRUE,0.115835316
1441,10:51.4,2,4.00E-07,4,40,15,229,TRUE,0.631022126
1442,10:59.7,1,2.00E-07,5,1,0,161,TRUE,0.259273052
1443,11:02.3,0.4,4.00E-07,6,19,-2,211,FALSE,0.193181393
1444,11:11.1,1,2.00E-07,2,7,21,17,FALSE,0.312139262
1445,11:12.4,0.04,4.00E-07,8,29,14,184,FALSE,0.012724527
1446,12:21.2,20,1.00E-06,0,51,16,240,TRUE,8.624094431
1447,13:07.8,10,5.00E-07,1,0,21,152,TRUE,3.164255658
1448,13:09.0,0.02,2.00E-07,9,0,7,154,FALSE,0.006827868
1449,13:11.6,0.4,4.00E-07,5,18,3,94,FALSE,0.161898162
1450,13:43.3,1,2.00E-07,6,39,-2,251,FALSE,
1451,13:55.0,2,4.00E-07,3,31,2,150,FALSE,0.770354554
1452,13:57.5,0.4,4.00E-07,7,39,19,235,FALSE,0.126199326
1453,13:59.9,0.2,2.00E-07,4,15,22,25,TRUE,0.108786509
1454,15:08.4,20,1.00E-06,0,35,14,196,FALSE,7.149507357
1455,15:19.5,2,4.00E-07,2,14,20,101,FALSE,1.008415002
1456,15:28.2,1,2.00E-07,2,41,17,36,FALSE,0.475936895
1457,15:39.3,2,4.00E-07,3,12,0,137,TRUE,0.729317346
1458,15:40.6,0.02,2.00E-07,8,15,4,94,FALSE,0.00696547
1459,16:28.0,10,5.00E-07,2,48,19,235,TRUE,2.114362606
1460,16:39.0,2,4.00E-07,2,6,6,86,TRUE,0.885615377
1461,16:47.9,1,2.00E-07,4,37,20,76,FALSE,0.241786248
1462,16:56.5,1,2.00E-07,3,7,2,87,FALSE,0.483637097
1463,16:57.7,0.01,1.00E-07,8,16,10,21,TRUE,0.002420424
1464,17:00.0,0.2,2.00E-07,6,29,20,57,FALSE,0.06013986
1465,17:10.8,2,4.00E-07,1,32,18,37,FALSE,1.034357407
1466,17:13.1,0.2,2.00E-07,6,29,2,72,TRUE,0.075458875
1467,17:23.9,2,4.00E-07,3,9,20,182,FALSE,0.913733383
1468,17:25.1,0.01,1.00E-07,9,25,19,45,TRUE,0.002547425
1469,17:26.2,0.02,2.00E-07,8,14,4,106,FALSE,0.007731277
1470,17:27.4,0.01,1.00E-07,9,10,17,103,FALSE,0.004788248
1471,17:29.9,0.4,4.00E-07,7,38,-3,186,TRUE,0.103078503
1472,17:32.2,0.2,2.00E-07,7,34,18,94,TRUE,0.055738456
1473,17:34.6,0.4,4.00E-07,6,0,11,125,TRUE,0.121499321
1474,17:43.5,1,2.00E-07,3,16,12,43,TRUE,0.29925986
1475,17:44.7,0.02,2.00E-07,9,3,20,153,FALSE,0.006787668
1476,17:53.4,1,2.00E-07,5,21,-2,185,FALSE,0.295017259
1477,17:54.6,0.01,1.00E-07,8,41,13,33,TRUE,0.003188032
1478,19:03.9,20,1.00E-06,0,19,13,204,FALSE,7.313467366
1479,19:15.2,2,4.00E-07,3,14,2,120,FALSE,0.627054925
1480,19:17.8,0.4,4.00E-07,6,48,17,164,FALSE,0.152258552
1481,19:19.1,0.04,4.00E-07,8,44,0,214,FALSE,0.014643746
1482,19:20.3,0.02,2.00E-07,9,38,12,181,TRUE,0.00798888
1483,19:29.1,1,2.00E-07,1,12,19,2,FALSE,0.379087876
1484,19:38.0,1,2.00E-07,5,37,1,141,TRUE,0.233573447
1485,19:46.7,1,2.00E-07,5,0,9,146,TRUE,0.238755448
1486,19:57.7,2,4.00E-07,1,35,5,36,FALSE,0.952575391
1487,20:44.9,10,5.00E-07,0,28,5,94,FALSE,3.709016185
1488,20:45.9,0.002,2.00E-07,8,34,4,3,FALSE,0.001140514
1489,21:32.6,10,5.00E-07,1,29,13,170,TRUE,3.491931175
1490,21:35.2,0.4,4.00E-07,4,40,15,40,TRUE,0.14971055
1491,21:37.8,0.4,4.00E-07,6,43,6,203,TRUE,0.188057788
1492,21:40.2,0.2,2.00E-07,7,6,7,140,FALSE,0.077560878
1493,21:42.7,0.4,4.00E-07,5,1,0,102,FALSE,0.172175772
1494,21:51.4,1,2.00E-07,4,32,11,77,FALSE,0.241826648
1495,22:38.7,10,5.00E-07,1,17,15,123,FALSE,2.59084413
1496,22:47.5,1,2.00E-07,4,29,14,143,TRUE,0.415905883
1497,23:20.4,2,4.00E-07,4,43,0,252,TRUE,
1498,24:09.0,10,5.00E-07,0,1,22,52,FALSE,2.39822362
1499,24:17.7,1,2.00E-07,1,49,11,11,TRUE,0.542960909
1500,25:04.7,10,5.00E-07,1,38,22,102,TRUE,2.263124613
1501,25:05.9,0.01,1.00E-07,9,43,-1,50,TRUE,0.002748327
1502,25:06.9,0.004,4.00E-07,8,29,19,7,FALSE,0.001394539
1503,25:07.9,0.004,4.00E-07,9,7,1,29,FALSE,0.001828183
1504,25:09.1,0.01,1.00E-07,8,38,6,63,TRUE,0.005107851
1505,25:18.0,1,2.00E-07,4,47,7,123,FALSE,0.354545471
1506,25:19.3,0.02,2.00E-07,9,9,9,205,TRUE,0.008947689
1507,25:21.9,0.4,4.00E-07,7,11,4,210,TRUE,0.114658515
1508,25:31.0,1,2.00E-07,4,49,8,172,TRUE,0.487627098
1509,25:33.3,0.1,1.00E-07,4,3,22,6,TRUE,0.067707068
1510,26:20.0,10,5.00E-07,1,31,3,224,FALSE,4.39314722
1511,26:21.3,0.02,2.00E-07,8,10,16,70,TRUE,0.005556256
1512,26:32.3,2,4.00E-07,3,18,20,97,TRUE,0.545016509
1513,27:19.7,10,5.00E-07,1,38,-2,127,FALSE,2.672744134
1514,27:20.9,0.01,1.00E-07,8,28,12,57,TRUE,0.004723847
1515,27:22.0,0.01,1.00E-07,8,12,15,39,FALSE,0.003444234
1516,27:23.1,0.01,1.00E-07,9,37,2,103,TRUE,0.004867949
1517,27:25.7,0.4,4.00E-07,7,27,2,189,FALSE,0.103120503
1518,27:34.5,1,2.00E-07,4,27,7,87,FALSE,0.262387252
1519,27:36.8,0.1,1.00E-07,7,29,21,49,TRUE,0.032698933
1520,27:38.0,0.01,1.00E-07,9,25,6,99,TRUE,0.004708547
1521,28:24.5,10,5.00E-07,1,25,0,177,FALSE,3.573870179
1522,28:39.6,4,8.00E-07,1,13,-2,92,TRUE,2.017509204
1523,28:42.0,0.2,2.00E-07,7,17,16,152,FALSE,0.083938684
1524,28:44.5,0.4,4.00E-07,6,24,4,154,TRUE,0.144619345
1525,29:27.9,10,5.00E-07,2,37,21,243,FALSE,
1526,29:38.1,0.01,1.00E-07,8,37,2,44,FALSE,0.003762838
1527,29:40.4,0.2,2.00E-07,6,34,13,94,TRUE,0.093422693
1528,29:43.1,0.4,4.00E-07,3,40,12,19,FALSE,0.176422976
1529,29:52.2,1,2.00E-07,5,29,21,218,TRUE,0.346214069
1530,30:00.9,1,2.00E-07,4,17,20,140,TRUE,0.405706281
1531,30:09.7,1,2.00E-07,5,21,-2,231,TRUE,0.361672272
1532,30:25.0,4,8.00E-07,2,40,1,223,TRUE,2.032362806
1533,31:12.3,10,5.00E-07,1,51,14,214,FALSE,4.229266211
1534,31:23.1,2,4.00E-07,2,26,4,62,FALSE,0.680775736
1535,31:24.3,0.01,1.00E-07,8,20,22,32,FALSE,0.00299573
1536,31:33.0,1,2.00E-07,1,10,2,0,FALSE,0.379124076
1537,31:44.3,2,4.00E-07,3,33,-1,194,FALSE,0.975110995
1538,31:45.5,0.02,2.00E-07,8,13,-1,95,FALSE,0.00702707
1539,32:00.6,4,8.00E-07,2,20,-1,124,FALSE,1.172373034
1540,32:31.6,0.04,4.00E-07,8,39,15,250,TRUE,
1541,32:32.8,0.01,1.00E-07,8,24,19,64,TRUE,0.005171052
1542,33:03.7,0.4,4.00E-07,7,50,19,244,TRUE,
1543,33:05.4,0.02,2.00E-07,9,19,-3,155,FALSE,0.006868069
1544,33:06.5,0.02,2.00E-07,8,27,22,123,FALSE,0.008821888
1545,33:09.1,0.4,4.00E-07,7,7,4,214,TRUE,0.117179317
1546,33:24.3,4,8.00E-07,1,35,12,87,FALSE,1.935487587
1547,33:26.6,0.1,1.00E-07,7,48,10,68,FALSE,0.041642742
1548,33:27.9,0.04,4.00E-07,8,24,18,209,FALSE,0.014323343
1549,34:24.3,20,1.00E-06,0,28,-1,248,FALSE,
1550,34:44.9,0.4,4.00E-07,5,40,15,104,FALSE,0.172258972
1551,34:46.1,0.02,2.00E-07,9,16,0,150,TRUE,0.006748667
1552,34:55.0,1,2.00E-07,4,7,22,138,TRUE,0.405626081
1553,34:57.4,0.2,2.00E-07,6,46,11,95,TRUE,0.095901296
1554,35:12.6,4,8.00E-07,2,26,3,211,FALSE,1.909525182
1555,35:28.0,4,8.00E-07,0,40,4,48,FALSE,2.234428447
1556,36:35.9,20,1.00E-06,0,48,16,163,TRUE,6.0027973
1557,36:51.4,4,8.00E-07,2,41,22,187,TRUE,1.704844341
1558,36:54.0,0.4,4.00E-07,6,34,11,132,TRUE,0.126662527
1559,37:09.1,4,8.00E-07,2,10,18,153,FALSE,1.418087484
1560,37:11.6,0.4,4.00E-07,7,27,1,232,FALSE,0.124900125
1561,37:14.3,0.4,4.00E-07,6,28,20,160,FALSE,0.14966015
1562,37:23.2,1,2.00E-07,4,22,4,87,TRUE,0.272545455
1563,37:25.8,0.4,4.00E-07,7,13,19,223,TRUE,0.121079321
1564,37:28.0,0.1,1.00E-07,6,44,1,37,FALSE,0.044703145
1565,37:37.0,1,2.00E-07,3,4,0,69,TRUE,0.40179768
1566,37:52.5,4,8.00E-07,2,32,-2,193,TRUE,1.786604357
1567,37:53.9,0.04,4.00E-07,8,3,14,161,FALSE,0.011251713
1568,37:56.0,0.1,1.00E-07,7,16,13,43,TRUE,0.028918429
1569,37:57.3,0.02,2.00E-07,9,19,19,225,FALSE,0.009667297
1570,38:06.0,1,2.00E-07,3,38,20,84,FALSE,0.463217093
1571,38:16.8,2,4.00E-07,0,32,8,6,TRUE,0.923714985
1572,38:19.2,0.2,2.00E-07,7,4,21,152,FALSE,0.083938284
1573,38:21.8,0.4,4.00E-07,7,33,3,225,TRUE,0.122338922
1574,38:23.1,0.04,4.00E-07,8,28,-1,209,FALSE,0.014324143
1575,38:31.4,1,2.00E-07,1,3,9,6,TRUE,0.461020292
1576,38:33.9,0.4,4.00E-07,4,46,11,41,FALSE,0.14966895
1577,38:34.9,0.004,4.00E-07,9,28,9,19,TRUE,0.001507351
1578,38:37.4,0.2,2.00E-07,7,35,12,122,TRUE,0.06983767
1579,38:46.0,1,2.00E-07,4,11,7,175,TRUE,0.4978229
1580,39:01.1,4,8.00E-07,2,20,22,222,TRUE,1.991561998
1581,39:16.8,4,8.00E-07,0,24,18,30,FALSE,1.579149916
1582,39:17.8,0.002,2.00E-07,9,47,7,12,FALSE,0.001147515
1583,39:20.3,0.4,4.00E-07,7,1,7,213,FALSE,0.115878116
1584,39:22.7,0.2,2.00E-07,6,19,11,51,TRUE,0.057541658
1585,39:25.1,0.2,2.00E-07,7,4,8,154,TRUE,0.086458686
1586,39:26.4,0.04,4.00E-07,8,22,5,232,FALSE,0.015795758
1587,39:28.8,0.4,4.00E-07,6,50,-3,167,FALSE,0.154817755
1588,40:38.1,20,1.00E-06,0,31,13,200,TRUE,7.313386366
1589,40:47.0,1,2.00E-07,2,26,-1,24,FALSE,0.353178671
1590,40:58.4,2,4.00E-07,2,49,8,73,FALSE,0.762734553
1591,41:07.1,1,2.00E-07,2,31,11,24,FALSE,0.353177871
1592,42:16.3,20,1.00E-06,0,23,14,170,FALSE,6.166635308
1593,42:17.6,0.02,2.00E-07,9,40,17,173,TRUE,0.007668877
1594,42:18.7,0.01,1.00E-07,9,12,6,59,FALSE,0.00302773
1595,42:20.9,0.2,2.00E-07,7,38,17,148,FALSE,0.082601283
1596,42:29.2,1,2.00E-07,5,45,2,166,TRUE,0.269433054
1597,42:40.0,2,4.00E-07,0,7,1,11,FALSE,1.087476217
1598,42:48.7,1,2.00E-07,5,43,18,158,FALSE,0.254095451
1599,43:00.0,2,4.00E-07,3,42,-2,166,TRUE,0.85227457
1600,43:02.4,0.4,4.00E-07,3,19,-2,22,FALSE,0.196843797
1601,43:33.3,0.04,4.00E-07,9,39,3,244,TRUE,
1602,43:34.6,0.02,2.00E-07,8,15,1,111,TRUE,0.008179882
1603,44:43.6,20,1.00E-06,0,45,6,177,TRUE,6.494272325
1604,44:58.8,4,8.00E-07,1,29,-3,69,TRUE,1.607890722
1605,45:00.1,0.02,2.00E-07,9,20,8,183,TRUE,0.008068881
1606,45:01.3,0.01,1.00E-07,9,11,7,92,TRUE,0.004427944
1607,45:16.6,4,8.00E-07,1,31,0,85,TRUE,1.935488387
1608,45:17.7,0.01,1.00E-07,9,30,16,73,TRUE,0.003670537
1609,45:20.1,0.2,2.00E-07,7,20,-1,160,FALSE,0.087799488
1610,45:35.0,4,8.00E-07,1,47,14,91,FALSE,2.017389203
1611,45:36.2,0.04,4.00E-07,8,31,-3,196,TRUE,0.013620536
1612,45:38.5,0.2,2.00E-07,6,14,7,102,TRUE,0.101059301
1613,46:25.5,10,5.00E-07,1,19,8,133,FALSE,2.754720638
1614,46:26.7,0.01,1.00E-07,8,15,-2,32,TRUE,0.003124131
1615,46:29.1,0.4,4.00E-07,5,47,19,106,TRUE,0.182374582
1616,46:44.7,4,8.00E-07,1,0,19,88,FALSE,1.935527587
1617,47:31.9,10,5.00E-07,0,31,-2,55,TRUE,2.562062128
1618,47:42.6,2,4.00E-07,2,17,1,91,FALSE,0.926495785
1619,47:43.9,0.02,2.00E-07,8,26,7,108,FALSE,0.007858679
1620,47:54.7,2,4.00E-07,2,5,21,84,TRUE,0.885532977
1621,48:42.0,10,5.00E-07,0,42,11,140,FALSE,5.183603759
1622,48:50.5,1,2.00E-07,5,51,14,182,TRUE,0.289993658
1623,48:59.5,1,2.00E-07,4,3,9,146,TRUE,0.426107885
1624,49:01.8,0.2,2.00E-07,6,25,12,65,FALSE,0.067778868
1625,49:03.1,0.02,2.00E-07,9,26,17,231,FALSE,0.009908299
1626,49:14.0,2,4.00E-07,0,6,11,16,TRUE,1.25139385
1627,49:24.9,2,4.00E-07,1,10,11,33,FALSE,0.95245979
1628,49:40.5,4,8.00E-07,2,10,14,222,TRUE,1.991563598
1629,49:41.8,0.04,4.00E-07,5,51,12,4,FALSE,0.028820288
